longitude_of_pickup,latitude_of_pickup,longitude_of_dropoff,latitude_of_dropoff,datetime.X1,datetime.X2,datetime.X3,weekdays
-73.974448,40.759072,-73.943522,40.818547,23-12-2014,15:19:00,UTC,Tuesday
-73.780812,40.647657,-73.976363,40.744007,07-12-2009,22:19:00,UTC,Monday
-73.982217,40.764672,-73.973008,40.757932,15-11-2010,07:40:58,UTC,Monday
-73.953545,40.765099,-73.975311,40.747765,17-04-2015,10:46:49,UTC,Friday
-73.937173,40.759335,-73.919397,40.775862,29-12-2009,12:52:00,UTC,Tuesday
-74.011538,40.709815,-73.982708,40.762227,22-02-2010,17:22:00,UTC,Monday
-73.995522,40.749318,-73.975813,40.746462,28-04-2010,08:24:00,UTC,Wednesday
-74.008523,40.740725,-73.979743,40.76104,28-04-2010,08:24:00,UTC,Wednesday
-73.94998,40.78711,-73.99174,40.75889,03-08-2014,23:11:00,UTC,Sunday
-73.871233,40.773675,-73.954895,40.73734,20-09-2012,10:56:00,UTC,Thursday
-73.9949,40.750147,-74.000265,40.727855,06-02-2014,19:23:00,UTC,Thursday
-73.990577,40.756398,-73.982325,40.768303,30-04-2010,07:50:00,UTC,Friday
-74.001385,40.735955,-73.964262,40.673847,06-12-2013,23:40:00,UTC,Friday
-73.987848,40.735232,-73.980547,40.738512,28-10-2012,20:20:00,UTC,Sunday
-73.966037,40.804203,-73.972233,40.763548,17-12-2010,13:40:00,UTC,Friday
-73.983833,40.753062,-73.970507,40.755601,08-02-2013,12:39:04,UTC,Friday
-73.992156,40.74369,-73.982911,40.751095,24-10-2010,10:37:31,UTC,Sunday
-74.009059,40.704341,-73.984098,40.748281,14-02-2014,10:42:38,UTC,Friday
-73.99561,40.72107,-73.958547,40.778017,29-03-2014,10:31:00,UTC,Saturday
-73.978928,40.766757,-73.855298,40.728991,11-03-2009,04:19:53,UTC,Wednesday
-73.997547,40.721137,-73.987962,40.738233,23-04-2009,03:58:00,UTC,Thursday
-73.964527,40.807315,-73.973932,40.783645,23-04-2009,08:02:20,UTC,Thursday
-73.9824,40.759157,-73.974508,40.7867,26-12-2012,21:05:41,UTC,Wednesday
-74.006137,40.735715,-73.951514,40.7822,30-11-2013,01:23:14,UTC,Saturday
-74.00868,40.713675,-73.98413,40.737407,26-01-2014,13:47:00,UTC,Sunday
-73.982178,40.745468,-73.992561,40.74297,02-06-2015,14:19:29,UTC,Tuesday
-73.970115,40.765132,-73.983998,40.741748,13-02-2011,16:32:00,UTC,Sunday
-73.960225,40.766607,-73.97332,40.755457,03-08-2012,11:58:00,UTC,Friday
-73.983577,40.726017,-73.834275,40.705447,24-03-2013,02:53:00,UTC,Sunday
-73.988757,40.755682,-73.988836,40.737441,17-07-2013,06:29:05,UTC,Wednesday
-73.951907,40.770303,-73.972013,40.797475,12-08-2014,22:20:31,UTC,Tuesday
-73.990785,40.742039,-73.984432,40.732904,29-07-2009,15:37:21,UTC,Wednesday
-73.82258,40.710157,-73.82021,40.707007,21-06-2010,18:01:00,UTC,Monday
-74.012838,40.702244,-73.972101,40.75572,21-10-2012,18:04:09,UTC,Sunday
-73.954743,40.78389,-73.957745,40.768682,21-12-2014,10:20:52,UTC,Sunday
-73.960758,40.761213,-73.930037,40.849355,17-03-2011,10:29:00,UTC,Thursday
-74.007537,40.725657,-73.99996,40.72055,06-04-2011,00:21:00,UTC,Wednesday
-74.000146,40.728835,-73.991198,40.723679,12-10-2011,02:49:58,UTC,Wednesday
-73.986986,40.760371,-73.96703,40.791582,29-07-2012,18:39:12,UTC,Sunday
-73.968131,40.762386,-73.977841,40.749111,26-06-2013,16:19:48,UTC,Wednesday
-73.95212,40.78425,-73.94464,40.77922,09-12-2014,11:51:00,UTC,Tuesday
-74.009293,40.715462,-73.997894,40.763969,14-02-2015,23:27:10,UTC,Saturday
-73.971926,40.782156,-73.982249,40.742999,14-06-2009,13:49:30,UTC,Sunday
-73.97039,40.75772,-73.989331,40.768083,25-06-2010,21:18:11,UTC,Friday
-73.976812,40.7516,-73.978702,40.766818,12-10-2010,11:39:00,UTC,Tuesday
-73.993995,40.751282,-73.994332,40.748632,18-09-2014,16:45:00,UTC,Thursday
-73.985634,40.741047,-73.963722,40.777039,18-06-2015,19:17:51,UTC,Thursday
-73.971395,40.760307,-74.004008,40.748125,05-02-2009,18:13:30,UTC,Thursday
-73.993872,40.718113,-73.989008,40.723592,24-10-2009,19:03:26,UTC,Saturday
-74.008568,40.720169,-73.988281,40.721371,17-01-2015,20:47:08,UTC,Saturday
-74.007752,40.71223,-73.983055,40.758952,06-01-2013,11:54:00,UTC,Sunday
-73.956121,40.771994,-74.015177,40.714269,24-06-2009,06:16:34,UTC,Wednesday
-73.988417,40.737478,-73.985925,40.74483,18-09-2009,01:28:00,UTC,Friday
-73.991088,40.731788,-73.992367,40.717716,26-11-2013,21:56:20,UTC,Tuesday
-73.989098,40.692131,-73.98806,40.749611,16-01-2015,15:04:53,UTC,Friday
-73.992448,40.713542,-73.996055,40.71626,12-10-2014,20:10:00,UTC,Sunday
-73.968036,40.762368,-73.977095,40.749808,22-04-2010,21:29:54,UTC,Thursday
-73.9506,40.7866,-73.9837,40.7593,31-08-2011,18:03:47,UTC,Wednesday
-74.00547,40.709134,-74.007808,40.649978,03-04-2013,04:41:44,UTC,Wednesday
-74.007817,40.723442,-73.865595,40.770837,25-04-2013,14:18:00,UTC,Thursday
-73.982948,40.766827,-73.98056,40.745556,15-01-2015,12:33:19,UTC,Thursday
-73.997133,40.737553,-73.951192,40.774805,31-10-2011,00:58:00,UTC,Monday
-74.006754,40.743532,-74.002871,40.735637,13-12-2013,18:14:59,UTC,Friday
-73.999788,40.733387,-74.005463,40.735917,03-09-2011,22:28:00,UTC,Saturday
-73.977862,40.737782,-73.95425,40.774757,19-01-2014,13:44:00,UTC,Sunday
-73.97275,40.755857,-73.967117,40.760673,02-11-2010,06:42:00,UTC,Tuesday
-73.955234,40.780287,-73.962133,40.778056,02-05-2013,11:02:38,UTC,Thursday
-73.994253,40.738736,-73.990186,40.729651,16-10-2014,20:09:26,UTC,Thursday
-73.978073,40.777214,-73.94239,40.841316,06-03-2015,06:46:06,UTC,Friday
-73.994014,40.750077,-73.984859,40.753525,23-04-2013,11:55:00,UTC,Tuesday
-73.981535,40.749783,-73.990259,40.754342,24-05-2013,11:31:51,UTC,Friday
-73.991183,40.727741,-74.00617,40.733148,16-10-2014,21:45:33,UTC,Thursday
-73.94732,40.77976,-73.957135,40.776735,03-03-2011,22:27:00,UTC,Thursday
-74.003214,40.727586,-73.993236,40.730939,16-01-2013,09:20:13,UTC,Wednesday
-73.979307,40.762092,-73.98934,40.758675,31-10-2013,10:42:00,UTC,Thursday
-73.993839,40.720577,-74.011178,40.713436,19-09-2010,04:03:47,UTC,Sunday
-73.986849,40.766597,-73.974045,40.764305,22-08-2011,09:38:24,UTC,Monday
-73.998189,40.740468,-73.996825,40.715261,08-12-2012,05:41:21,UTC,Saturday
-73.995377,40.739065,-73.998034,40.716804,18-09-2013,13:49:16,UTC,Wednesday
-73.980562,40.768253,-73.966602,40.789273,08-09-2009,21:26:00,UTC,Tuesday
-73.992805,40.737141,-73.991211,40.750301,09-05-2015,15:56:26,UTC,Saturday
-73.98864,40.768881,-73.988828,40.756582,03-03-2010,20:17:24,UTC,Wednesday
-73.96856,40.76744,-73.982509,40.774527,02-05-2010,13:53:11,UTC,Sunday
-73.97972,40.765492,-73.963082,40.765553,22-10-2010,15:05:57,UTC,Friday
-73.960047,40.78187,-73.974583,40.778302,03-10-2011,10:50:00,UTC,Monday
-73.98293,40.72684,-73.98454,40.73949,02-07-2012,17:53:00,UTC,Monday
-73.987874,40.748122,-73.992464,40.739466,29-03-2009,02:27:22,UTC,Sunday
-73.992389,40.694304,-73.9845,40.695901,22-07-2009,16:29:17,UTC,Wednesday
-73.981342,40.747112,-73.979602,40.752908,05-01-2010,12:56:00,UTC,Tuesday
-73.981024,40.759638,-73.963135,40.766129,28-04-2010,22:54:13,UTC,Wednesday
-73.983067,40.747931,-73.969711,40.765833,07-02-2011,15:49:06,UTC,Monday
-73.97318,40.790037,-73.95524,40.804595,29-12-2013,23:08:00,UTC,Sunday
-73.967613,40.76282,-73.960522,40.772357,07-01-2012,10:47:00,UTC,Saturday
-73.976153,40.788281,-73.982289,40.775433,24-06-2012,22:05:29,UTC,Sunday
-73.986421,40.701969,-73.956842,40.674172,04-03-2014,01:25:31,UTC,Tuesday
-73.973778,40.761929,-74.006348,40.749836,27-04-2015,12:56:28,UTC,Monday
-73.988969,40.75873,-73.949971,40.77628,26-08-2010,15:41:43,UTC,Thursday
-73.969177,40.790893,-73.972885,40.785832,24-03-2011,08:26:00,UTC,Thursday
-73.99184,40.730832,-73.971525,40.756538,29-09-2009,13:47:00,UTC,Tuesday
-73.992481,40.753204,-73.994347,40.731525,29-10-2010,18:38:28,UTC,Friday
-73.950797,40.779313,-73.962585,40.774869,08-02-2014,01:09:32,UTC,Saturday
-73.978615,40.748032,-74.003965,40.752727,05-10-2014,10:13:09,UTC,Sunday
-73.987852,40.759757,-73.979552,40.764407,20-10-2014,06:43:00,UTC,Monday
-73.983433,40.76078,-74.010053,40.711153,10-10-2010,17:02:00,UTC,Sunday
-73.984856,40.748037,-73.971718,40.756772,07-05-2012,00:35:08,UTC,Monday
-73.984982,40.768682,-73.982272,40.745617,14-11-2014,07:11:00,UTC,Friday
-73.955765,40.776123,-73.982078,40.741709,18-10-2009,01:14:53,UTC,Sunday
-73.984305,40.769987,-73.958293,40.763062,26-09-2010,14:06:00,UTC,Sunday
-73.98513,40.75794,-73.968057,40.78715,12-01-2012,04:56:00,UTC,Thursday
-73.95728,40.800222,-73.949778,40.79372,26-09-2012,11:38:00,UTC,Wednesday
-73.996723,40.68545,-73.996402,40.685915,12-11-2011,11:53:00,UTC,Saturday
-73.951832,40.773836,-73.990493,40.750749,01-04-2014,04:57:46,UTC,Tuesday
-73.973188,40.744085,-73.954452,40.784651,20-06-2010,20:34:32,UTC,Sunday
-73.992158,40.725278,-73.99688,40.720348,14-04-2012,01:07:53,UTC,Saturday
-73.983928,40.761661,-74.004418,40.736822,25-10-2013,19:43:28,UTC,Friday
-73.999863,40.7386,-73.957938,40.64654,01-02-2013,01:18:00,UTC,Friday
-73.990418,40.751406,-73.977713,40.764023,14-03-2009,11:49:23,UTC,Saturday
-73.991677,40.735017,-3.959442,40.76948,02-01-2012,18:32:00,UTC,Monday
-74.010763,40.706067,-74.009143,40.714282,08-08-2012,09:48:00,UTC,Wednesday
-73.969042,40.764766,-73.976052,40.76575,21-11-2012,10:46:58,UTC,Wednesday
-73.984642,40.736584,-73.951431,40.790924,10-05-2015,22:12:02,UTC,Sunday
-73.994286,40.750745,-73.987331,40.760469,06-04-2011,06:21:10,UTC,Wednesday
-73.994185,40.75116,-73.982015,40.770515,19-05-2013,11:05:46,UTC,Sunday
-73.960121,40.766048,-73.945099,40.808128,16-06-2015,17:48:09,UTC,Tuesday
-73.994865,40.729565,-74.002289,40.733891,23-06-2015,20:47:15,UTC,Tuesday
0,0,0,0,21-03-2011,21:50:22,UTC,Monday
0,0,0,0,01-08-2012,14:29:49,UTC,Wednesday
-73.984694,40.72825,-73.998872,40.739273,06-10-2012,18:03:36,UTC,Saturday
-73.97819,40.745447,-73.98349,40.774605,01-04-2013,00:35:00,UTC,Monday
-73.814538,40.698773,-73.824599,40.714163,06-11-2009,11:01:36,UTC,Friday
-73.98326,40.760245,-73.962193,40.776277,11-01-2010,10:50:00,UTC,Monday
-73.969709,40.753585,-73.9985,40.722986,26-09-2012,11:49:20,UTC,Wednesday
-73.988772,40.748249,-73.974472,40.762664,02-10-2012,09:24:17,UTC,Tuesday
-73.969245,40.766855,-73.964045,40.77352,21-04-2009,17:14:00,UTC,Tuesday
-73.984608,40.744987,-73.975019,40.748834,28-09-2009,10:26:35,UTC,Monday
-73.975136,40.763907,-73.964562,40.771363,06-11-2011,16:33:46,UTC,Sunday
-73.999495,40.749047,-74.004558,40.717062,05-10-2012,22:58:08,UTC,Friday
-73.968894,40.758384,-74.008381,40.716497,22-10-2012,12:23:44,UTC,Monday
-73.976883,40.751059,-73.872607,40.77451,14-03-2014,13:00:42,UTC,Friday
-73.987424,40.724669,-73.996588,40.741335,30-04-2010,16:54:02,UTC,Friday
-73.971845,40.763437,-73.963192,40.756025,23-06-2011,11:33:00,UTC,Thursday
-73.978735,40.754139,-73.915583,40.772405,06-06-2014,21:10:33,UTC,Friday
-73.971532,40.751452,-73.97742,40.764532,03-08-2014,20:36:00,UTC,Sunday
-73.954201,40.777981,-73.970894,40.759857,16-06-2015,12:53:52,UTC,Tuesday
-73.981583,40.741373,-73.990874,40.745208,06-03-2010,08:45:24,UTC,Saturday
-73.970222,40.796858,-73.9623,40.797595,14-05-2010,23:01:00,UTC,Friday
-73.987608,40.738458,-73.975618,40.749007,16-02-2011,15:28:00,UTC,Wednesday
-73.973638,40.763115,-73.998608,40.73403,01-06-2011,20:09:35,UTC,Wednesday
-73.952755,40.782777,-73.980893,40.784432,25-02-2014,18:02:00,UTC,Tuesday
-73.988758,40.722977,-74.01245,40.70152,27-09-2014,08:47:14,UTC,Saturday
-73.977987,40.76355,-73.955847,40.767915,14-02-2009,01:01:00,UTC,Saturday
-73.95953,40.767342,-73.961282,40.684997,03-04-2014,21:21:00,UTC,Thursday
-74.002262,40.734442,-73.99343,40.75187,26-07-2014,07:28:00,UTC,Saturday
-73.989448,40.726135,-74.010873,40.675002,04-05-2010,23:49:00,UTC,Tuesday
-73.96686,40.757367,-73.975365,40.760653,24-05-2011,12:38:00,UTC,Tuesday
-73.982765,40.731277,-73.983521,40.731827,28-03-2015,22:30:05,UTC,Saturday
-73.981589,40.724528,-74.005893,40.736215,02-12-2012,12:00:52,UTC,Sunday
-73.946118,40.777405,-73.982119,40.7629,21-08-2014,07:53:01,UTC,Thursday
-73.966209,40.761841,-73.991287,40.74501,21-06-2015,10:33:57,UTC,Sunday
-73.967732,40.758931,-73.973771,40.743823,24-06-2009,01:00:43,UTC,Wednesday
-73.994308,40.759963,-73.994308,40.74233,14-10-2009,21:12:00,UTC,Wednesday
-74.008737,40.719533,-73.974327,40.744047,12-08-2012,04:53:44,UTC,Sunday
-73.988297,40.722999,-73.963484,40.757509,07-10-2012,18:54:04,UTC,Sunday
-73.984447,40.72868,-73.992448,40.739521,25-10-2013,07:47:37,UTC,Friday
-73.981812,40.732634,-73.975937,40.743965,06-02-2009,10:11:13,UTC,Friday
-74.003428,40.72705,-73.977758,40.76353,24-02-2009,08:03:00,UTC,Tuesday
-73.95488,40.780595,-73.98985,40.734225,15-02-2010,05:29:00,UTC,Monday
-73.972975,40.764223,-73.947878,40.774516,29-04-2012,15:09:46,UTC,Sunday
-73.993745,40.741477,-74.009205,40.738157,09-06-2013,02:30:00,UTC,Sunday
-73.910294,40.769507,-73.946315,40.78111,23-10-2013,22:17:11,UTC,Wednesday
-74.001762,40.746576,-73.998379,40.761047,09-12-2014,20:11:36,UTC,Tuesday
-73.966103,40.765533,-73.960327,40.762928,19-01-2015,10:07:54,UTC,Monday
-73.993468,40.721613,-74.010252,40.713897,28-09-2009,19:55:00,UTC,Monday
-74.003907,40.748367,-73.989507,40.747575,26-10-2013,22:56:00,UTC,Saturday
-73.975797,40.755827,-73.971132,40.795347,05-12-2013,23:09:00,UTC,Thursday
-73.973642,40.763316,-73.99134,40.745363,02-09-2009,13:43:24,UTC,Wednesday
-73.997733,40.716763,-73.982523,40.764565,26-06-2010,22:51:00,UTC,Saturday
-73.980722,40.74202,-73.990545,40.755978,19-07-2010,09:20:00,UTC,Monday
-73.992065,40.74265,-74.006553,40.721162,07-04-2011,17:47:00,UTC,Thursday
-73.992784,40.737256,-73.871139,40.774133,24-09-2011,06:54:46,UTC,Saturday
-74.007508,40.70555,-73.9872,40.735727,13-02-2011,16:44:32,UTC,Sunday
-73.95088,40.770771,-73.942268,40.80032,22-05-2013,12:46:31,UTC,Wednesday
-73.994,40.7617,-73.9838,40.7764,16-12-2011,18:25:53,UTC,Friday
-73.96086,40.774297,-73.980687,40.78255,15-04-2014,12:50:00,UTC,Tuesday
-73.987885,40.764931,-74.000946,40.720673,16-04-2015,23:32:47,UTC,Thursday
-73.976778,40.743712,-73.960768,40.764812,28-12-2009,21:44:00,UTC,Monday
-74.00422,40.716433,-73.964803,40.791477,03-09-2011,08:34:00,UTC,Saturday
-73.984228,40.726387,-73.958838,40.783477,17-06-2012,13:09:00,UTC,Sunday
-73.982008,40.760403,-73.98693,40.754385,12-08-2010,14:05:00,UTC,Thursday
-73.99242,40.756498,-73.991992,40.734637,25-12-2010,01:17:00,UTC,Saturday
-73.99582,40.716778,-73.98874,40.736815,25-08-2012,21:49:00,UTC,Saturday
-73.975227,40.752348,-73.989397,40.740743,05-07-2009,17:34:00,UTC,Sunday
-73.871078,40.773468,-73.936531,40.750175,23-06-2015,16:57:18,UTC,Tuesday
-73.989078,40.7494,-73.972368,40.76214,03-11-2010,17:40:00,UTC,Wednesday
-73.990455,40.756272,-73.97475,40.761672,18-12-2013,09:17:00,UTC,Wednesday
-73.992287,40.739675,-73.976185,40.754877,19-08-2009,19:49:00,UTC,Wednesday
-73.929878,40.694965,-74.000223,40.73516,10-10-2011,01:26:00,UTC,Monday
-73.956169,40.772097,-73.968859,40.767787,08-07-2013,09:29:18,UTC,Monday
-73.927538,40.769741,-73.919942,40.766218,08-05-2014,16:01:30,UTC,Thursday
-73.960895,40.774873,-73.960895,40.774873,14-02-2010,16:39:00,UTC,Sunday
-73.965283,40.755085,-73.987662,40.779428,29-12-2012,23:48:50,UTC,Saturday
-73.984704,40.764681,-73.981986,40.777217,25-03-2013,08:09:17,UTC,Monday
-73.789175,40.647589,-73.925996,40.763982,13-01-2014,07:09:14,UTC,Monday
-73.952115,40.766477,-73.977833,40.751347,14-04-2014,11:49:00,UTC,Monday
-73.996229,40.72544,-74.013674,40.717478,17-05-2009,11:21:42,UTC,Sunday
-74.001541,40.741027,-73.99636,40.753315,16-03-2010,13:06:20,UTC,Tuesday
-73.995187,40.73925,-74.005442,40.727977,10-12-2011,11:06:00,UTC,Saturday
0,0,0,0,17-09-2014,16:30:35,UTC,Wednesday
-73.95295,40.776264,-73.953316,40.782681,13-05-2015,02:03:01,UTC,Wednesday
-73.975323,40.751942,-73.959238,40.763367,18-07-2010,19:30:00,UTC,Sunday
-74.007784,40.707166,-74.007045,40.751375,22-08-2011,09:13:55,UTC,Monday
-73.990591,40.73096,-73.980307,40.782242,11-08-2014,21:27:20,UTC,Monday
-73.95112,40.778203,-73.950285,40.77151,14-06-2009,02:28:00,UTC,Sunday
-73.991898,40.751112,-73.776264,40.645486,09-08-2009,08:35:43,UTC,Sunday
-74.008047,40.722717,-73.989825,40.757492,17-04-2012,18:34:00,UTC,Tuesday
-74.004422,40.752622,-73.982767,40.692192,10-12-2012,03:26:00,UTC,Monday
-73.98187,40.779502,-73.982017,40.76902,21-12-2014,12:03:00,UTC,Sunday
-73.943648,40.750352,-73.943648,40.750352,28-08-2010,05:54:57,UTC,Saturday
-73.981431,40.762673,-73.884487,40.737931,06-12-2011,00:20:38,UTC,Tuesday
-73.999456,40.727588,-73.981895,40.747832,06-01-2013,11:04:38,UTC,Sunday
-73.981071,40.747813,-73.960509,40.76173,03-07-2014,20:44:36,UTC,Thursday
-73.976587,40.79071,-73.954738,40.783792,23-06-2011,16:25:00,UTC,Thursday
-73.992383,40.748952,-73.782108,40.64432,09-05-2010,19:08:00,UTC,Sunday
-73.968887,40.798853,-73.967285,40.793282,09-07-2010,15:03:00,UTC,Friday
-73.976741,40.751475,-73.956005,40.7194,23-04-2014,19:30:24,UTC,Wednesday
-73.971573,40.782158,-73.9536,40.779329,05-11-2009,07:07:50,UTC,Thursday
-73.967888,40.771088,-73.951706,40.781708,02-02-2015,17:52:04,UTC,Monday
-73.989645,40.739034,-73.991421,40.731853,03-02-2010,13:54:23,UTC,Wednesday
-73.959984,40.776959,-73.954848,40.783169,05-09-2014,10:26:36,UTC,Friday
-73.97905,40.749597,-73.990877,40.767637,17-03-2009,16:49:00,UTC,Tuesday
-74.004102,40.725617,-73.994272,40.7453,12-02-2011,20:59:00,UTC,Saturday
-73.970373,40.75632,-73.955373,40.765683,01-06-2009,15:36:00,UTC,Monday
-73.990943,40.734088,-74.005127,40.719125,14-03-2010,00:28:00,UTC,Sunday
-73.990348,40.723102,-73.966925,40.77245,04-06-2011,19:41:00,UTC,Saturday
-73.963123,40.772197,-73.95446,40.77802,18-11-2011,16:56:00,UTC,Friday
-74.004127,40.707672,-73.974917,40.741795,08-03-2012,09:12:00,UTC,Thursday
-73.982342,40.742687,-73.977478,40.742887,09-05-2014,03:28:00,UTC,Friday
-73.982407,40.762132,-73.969143,40.757337,02-07-2014,12:26:00,UTC,Wednesday
-73.969475,40.766174,-73.959496,40.782127,29-05-2015,16:31:55,UTC,Friday
-73.995447,40.733425,-73.997572,40.724483,10-02-2010,13:01:00,UTC,Wednesday
-73.978207,40.737712,-73.919563,40.823647,31-03-2010,19:34:00,UTC,Wednesday
-73.9886,40.7314,-73.7859,40.6389,20-12-2011,13:56:30,UTC,Tuesday
-73.961095,40.756375,-73.970872,40.751563,23-10-2009,18:19:00,UTC,Friday
-73.967465,40.760705,-73.976579,40.751423,16-11-2011,14:28:29,UTC,Wednesday
-73.985612,40.762807,-73.983965,40.767222,17-01-2014,10:45:00,UTC,Friday
-73.9686,40.75832,-73.9711,40.7652,02-06-2014,15:31:00,UTC,Monday
0,0,0,0,09-06-2009,23:47:43,UTC,Tuesday
-73.964333,40.770253,-73.960765,40.772592,04-05-2010,12:17:00,UTC,Tuesday
-73.909445,40.74505,-73.916142,40.75979,26-08-2012,02:22:44,UTC,Sunday
-74.002279,40.748455,-73.946104,40.832196,23-10-2010,15:43:18,UTC,Saturday
-73.978318,40.778013,-73.970875,40.786867,23-12-2010,23:23:00,UTC,Thursday
-73.958998,40.783397,-73.974568,40.759322,29-10-2011,12:38:00,UTC,Saturday
-73.928607,40.838253,-73.928365,40.839177,31-03-2012,23:19:00,UTC,Saturday
-73.971263,40.755772,-73.98936,40.730147,27-07-2013,21:37:00,UTC,Saturday
-73.975203,40.752936,-73.983572,40.743908,20-10-2013,01:10:55,UTC,Sunday
-73.894222,40.768505,-73.910387,40.775932,16-01-2014,08:49:00,UTC,Thursday
-73.966732,40.77275,-73.974013,40.762861,14-02-2014,08:51:26,UTC,Friday
-73.95966,40.771016,-73.861481,40.768175,23-04-2014,04:48:52,UTC,Wednesday
-73.982692,40.742172,-74.001548,40.727805,03-11-2012,20:43:25,UTC,Saturday
-73.993612,40.741787,-73.987058,40.762637,14-12-2013,20:40:00,UTC,Saturday
-74.005879,40.740218,-74.007015,40.719092,17-07-2009,20:42:44,UTC,Friday
-73.981692,40.74946,-73.979682,40.735353,21-10-2010,19:36:21,UTC,Thursday
-73.996928,40.741513,-74.003127,40.736247,28-04-2011,09:34:00,UTC,Thursday
-73.94615,40.776917,-73.988678,40.733323,03-06-2011,00:08:00,UTC,Friday
-73.966866,40.766762,-73.949776,40.76857,18-06-2015,20:22:40,UTC,Thursday
-73.991522,40.738364,-73.988633,40.734333,15-05-2009,04:07:55,UTC,Friday
-73.971815,40.79431,-73.96106,40.801899,12-02-2010,15:31:04,UTC,Friday
-73.989065,40.726752,-73.942215,40.701067,21-02-2011,00:35:00,UTC,Monday
-73.781963,40.644822,-73.969648,40.597245,19-03-2012,06:40:00,UTC,Monday
-74.004598,40.708181,-73.995057,40.750044,20-03-2009,21:58:55,UTC,Friday
-73.98504,40.774142,-73.956305,40.767227,17-10-2014,17:41:00,UTC,Friday
-73.963583,40.765452,-73.962169,40.77481,04-02-2013,10:43:38,UTC,Monday
-73.98151,40.756355,-73.999842,40.761447,06-10-2014,00:47:00,UTC,Monday
-73.98246,40.772606,-73.967781,40.760197,23-06-2015,22:03:10,UTC,Tuesday
-73.98741,40.744757,-73.981475,40.741044,12-02-2009,19:43:04,UTC,Thursday
-73.975667,40.740862,-73.988662,40.750262,14-08-2014,00:06:00,UTC,Thursday
-73.949748,40.728355,-73.949748,40.728355,24-01-2009,10:46:50,UTC,Saturday
-74.005352,40.721912,-74.002829,40.728609,25-03-2011,20:38:25,UTC,Friday
-73.975145,40.782567,-73.98521,40.731992,25-01-2014,20:21:00,UTC,Saturday
-73.874725,40.774077,-73.994495,40.761225,19-10-2014,21:07:00,UTC,Sunday
-74.016072,40.704812,-73.991427,40.735027,09-07-2011,19:59:00,UTC,Saturday
-73.988005,40.74379,-74.014945,40.71133,23-03-2013,09:53:49,UTC,Saturday
-73.974698,40.753435,-73.983863,40.702332,29-03-2011,00:12:00,UTC,Tuesday
-73.980007,40.756481,-73.990789,40.750377,11-03-2012,16:06:18,UTC,Sunday
-73.988607,40.721327,-73.987677,40.732572,08-09-2012,23:15:00,UTC,Saturday
-73.99253,40.76352,-73.896295,40.81938,23-03-2013,21:48:00,UTC,Saturday
-73.993977,40.734477,-73.975985,40.728505,13-07-2013,23:01:00,UTC,Saturday
-73.86379,40.76974,-73.948968,40.770758,07-11-2014,15:33:00,UTC,Friday
-74.008668,40.703856,-73.861858,40.834694,11-04-2011,23:48:24,UTC,Monday
-73.99133,40.7617,-73.972905,40.795265,23-10-2012,01:45:00,UTC,Tuesday
-73.972074,40.756564,-73.949593,40.781622,19-03-2013,21:00:03,UTC,Tuesday
-73.963632,40.7107,-74.009588,40.712567,06-06-2013,00:56:00,UTC,Thursday
-73.955909,40.779099,-73.968355,40.762414,11-07-2014,15:44:11,UTC,Friday
-73.997237,40.762544,-73.983264,40.744386,13-01-2012,00:05:58,UTC,Friday
-73.979207,40.785131,-73.99206,40.744853,20-09-2013,09:06:55,UTC,Friday
-74.00005,40.737042,-73.993957,40.724942,30-10-2009,20:51:59,UTC,Friday
-73.972742,40.756175,-73.954635,40.775522,09-06-2010,23:08:00,UTC,Wednesday
-73.994248,40.74552,-73.993008,40.730178,08-08-2011,09:48:00,UTC,Monday
-73.982682,40.771692,-73.976922,40.756392,22-11-2013,08:02:00,UTC,Friday
-73.960467,40.772801,-73.978858,40.785736,07-12-2013,11:01:52,UTC,Saturday
-73.985161,40.762791,-73.872398,40.774498,04-01-2015,09:13:07,UTC,Sunday
-73.996587,40.723548,-73.988258,40.731668,01-09-2009,13:36:00,UTC,Tuesday
-74.005171,40.720847,-73.908441,40.755906,25-04-2010,03:22:00,UTC,Sunday
0,0,0,0,12-02-2011,11:55:30,UTC,Saturday
-73.981005,40.774407,-73.959075,40.763512,19-03-2014,20:58:00,UTC,Wednesday
-73.94027,40.80063,-73.86709,40.87286,23-09-2014,07:58:00,UTC,Tuesday
-73.971932,40.745935,-73.987476,40.744297,10-01-2013,08:57:40,UTC,Thursday
-74.004394,40.741956,-74.008752,40.712989,23-07-2014,11:38:49,UTC,Wednesday
-73.973698,40.757488,-73.98395,40.72867,22-02-2010,18:47:00,UTC,Monday
-73.97892,40.78744,-73.97941,40.77196,14-01-2012,04:20:00,UTC,Saturday
-73.874632,40.77411,-73.974485,40.751222,30-07-2013,18:43:00,UTC,Tuesday
-73.93794,40.796838,-73.959988,40.774445,04-10-2010,12:57:00,UTC,Monday
-73.964403,40.773055,-73.976247,40.760022,05-07-2012,10:09:00,UTC,Thursday
-74.009745,40.732012,-73.98495,40.72037,23-06-2013,01:15:00,UTC,Sunday
-74.001984,40.750599,-73.994957,40.747551,27-03-2015,11:16:45,UTC,Friday
-73.970128,40.797122,-73.984718,40.769117,15-10-2009,15:25:00,UTC,Thursday
-73.979815,40.752925,-73.994937,40.72781,27-12-2009,10:16:00,UTC,Sunday
-73.983205,40.738665,-73.956612,40.766925,09-11-2011,19:32:41,UTC,Wednesday
